model,query_image,k,precision,recall,ndcg,rank_of_true_label,min_distance,max_distance,mean_distance,search_time_mean,search_time_std,birads_category
VGG16,200,100,0.81,0.10112359550561797,0.9621263040613581,1,0.0,573.95325,503.2437,0.0026034400216303766,0.0003563022131156001,1
VGG16,300,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0029511600150726736,0.0006459509725485919,1
VGG16,300,5,0.8,0.004993757802746567,0.9558295932317544,1,0.0,313.90842,233.24731,0.003031789988745004,0.0006398865354564573,1
VGG16,300,10,0.8,0.009987515605493134,0.9326888191250973,1,0.0,346.1178,283.30795,0.002905580005608499,0.0004147802893667234,1
VGG16,300,20,0.75,0.018726591760299626,0.9345054420206873,1,0.0,375.4704,321.25778,0.0029263100121170284,0.0005375515977523005,1
VGG16,300,50,0.76,0.04744069912609238,0.925279644077848,1,0.0,422.2585,371.08664,0.002772919996641576,0.0009280980948332311,1
VGG16,300,100,0.71,0.08863920099875156,0.9260242646983103,1,0.0,476.7782,411.4091,0.002186510001774877,0.0005184459653705095,1
VGG16,400,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.001942270004656166,0.0003335310683194723,1
VGG16,400,5,0.6,0.003745318352059925,0.8529278650606567,1,0.0,351.0762,268.64304,0.0020650099962949754,0.0006524321375973686,1
VGG16,400,10,0.7,0.008739076154806492,0.8513372772927025,1,0.0,391.61826,323.48477,0.0017575399950146675,0.000289048868427439,1
VGG16,400,20,0.75,0.018726591760299626,0.8679335468465836,1,0.0,418.08698,363.1921,0.0017130499938502908,0.00021035126051833757,1
VGG16,400,50,0.74,0.046192259675405745,0.895838152556361,1,0.0,504.09155,427.02414,0.0022955199819989502,0.0004738329090945275,1
VGG16,400,100,0.74,0.09238451935081149,0.909155460714295,1,0.0,558.5781,480.27454,0.0020670600002631544,0.0003154181764690084,1
VGG16,500,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.001863539998885244,0.0002990210110148157,1
VGG16,500,5,0.8,0.004993757802746567,0.9558295932317544,1,0.0,274.4713,211.89368,0.0021835200022906065,0.00034236732556416286,1
VGG16,500,10,0.9,0.011235955056179775,0.9504206262110481,1,0.0,299.11475,249.17905,0.001805030007380992,0.0003181082339775196,1
VGG16,500,20,0.9,0.02247191011235955,0.9573386077168852,1,0.0,361.01392,295.3086,0.0020539200049825013,0.0006354845258112367,1
VGG16,500,50,0.8,0.049937578027465665,0.9557874753965128,1,0.0,419.06006,354.02734,0.0017771299928426743,0.0003685276905365039,1
VGG16,500,100,0.75,0.09363295880149813,0.9511548234690451,1,0.0,479.0907,402.60715,0.0020970699843019247,0.0006986558630085992,1
VGG16,600,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0020332899875938892,0.0003328833980567008,1
VGG16,600,5,0.8,0.004993757802746567,0.9828920819566879,1,0.0,410.57907,310.95795,0.0018591900006867945,0.00020439548382361283,1
VGG16,600,10,0.9,0.011235955056179775,0.9667147927059906,1,0.0,436.56308,372.81976,0.001723310013767332,0.0003028590822744422,1
VGG16,600,20,0.9,0.02247191011235955,0.9685412412747305,1,0.0,483.35513,418.59927,0.0020046099903993308,0.0005887247255492237,1
VGG16,600,50,0.84,0.052434456928838954,0.9666595092974971,1,0.0,528.06323,471.5017,0.00189570999937132,0.00039583884911096977,1
VGG16,600,100,0.81,0.10112359550561797,0.9612868904036189,1,0.0,599.21924,519.60333,0.0019102400168776513,0.0005006190229489346,1
VGG16,700,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0018183300038799644,0.00038431919203798034,1
VGG16,700,5,1.0,0.006242197253433208,1.0,1,0.0,393.77713,294.75192,0.0017591700074262918,0.0002866423805933594,1
VGG16,700,10,0.9,0.011235955056179775,0.9895948844467957,1,0.0,416.24835,353.2724,0.0019705299870111047,0.0008706248819836307,1
VGG16,700,20,0.9,0.02247191011235955,0.9845081730420978,1,0.0,464.1811,397.86047,0.0019247800228185952,0.0003260747288010501,1
VGG16,700,50,0.8,0.049937578027465665,0.9720187134957528,1,0.0,543.1633,465.87198,0.002363720000721514,0.0005060599086073205,1
VGG16,700,100,0.74,0.09238451935081149,0.9619624843352181,1,0.0,613.14,523.78186,0.0023258699919097127,0.0006296741276883136,1
VGG16,800,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0018842099932953715,0.0003968497256002475,1
VGG16,800,5,0.6,0.003745318352059925,0.9469024295259745,1,0.0,322.28064,231.23022,0.00205528000369668,0.0006372936960151912,1
VGG16,800,10,0.8,0.009987515605493134,0.913852335159709,1,0.0,348.99884,286.50775,0.0020187600050121544,0.0006035424763188128,1
VGG16,800,20,0.7,0.017478152309612985,0.9129569536286973,1,0.0,370.79874,325.40247,0.00226628000382334,0.0007859145884772956,1
VGG16,800,50,0.6,0.03745318352059925,0.8947424701717756,1,0.0,439.44916,376.65643,0.0019657399971038103,0.0005905744415435329,1
VGG16,800,100,0.67,0.08364544319600499,0.8966706349821265,1,0.0,495.71106,425.87457,0.0019122000085189939,0.00029045725952299363,1
VGG16,900,1,1.0,0.003003003003003003,1.0,1,0.0,0.0,0.0,0.0024211999960243704,0.00040115077545465694,2
VGG16,900,5,0.4,0.006006006006006006,0.9197207891481876,1,0.0,431.36243,341.119,0.00227219999069348,0.0007180028359100834,2
VGG16,900,10,0.4,0.012012012012012012,0.8262373741149447,1,0.0,463.45758,398.66708,0.0018283899873495102,0.00040119075323548164,2
VGG16,900,20,0.35,0.021021021021021023,0.786683532312322,1,0.0,496.6861,438.68414,0.001973189995624125,0.0003218822121411837,2
VGG16,900,50,0.3,0.04504504504504504,0.7485809843139585,1,0.0,546.90845,489.97867,0.0021026099915616215,0.0004185972142785374,2
VGG16,900,100,0.25,0.07507507507507508,0.7386605163453621,1,0.0,619.30383,535.877,0.001828869991004467,0.0004272532972634332,2
VGG16,1000,1,1.0,0.003003003003003003,1.0,1,0.0,0.0,0.0,0.001798080001026392,0.00031169483995089985,2
VGG16,1000,5,0.4,0.006006006006006006,0.9197207891481876,1,0.0,519.1946,396.36914,0.0028829800081439315,0.0006508069053564945,2
VGG16,1000,10,0.3,0.009009009009009009,0.8451850618939637,1,0.0,540.77136,462.4336,0.0023157499847002326,0.0005319744829490213,2
VGG16,1000,20,0.35,0.021021021021021023,0.7740491206138671,1,0.0,574.23193,511.1823,0.001870679995045066,0.00025121047306169596,2
VGG16,1000,50,0.3,0.04504504504504504,0.7420763192679106,1,0.0,629.19006,567.78735,0.0019687600200995804,0.00029156573318432296,2
VGG16,1000,100,0.25,0.07507507507507508,0.7344952289422703,1,0.0,675.92346,610.7971,0.0020729799871332943,0.0004211626167165334,2
VGG16,1500,1,1.0,0.003134796238244514,1.0,1,0.0,0.0,0.0,0.0017918200115673243,0.000406031954795884,4
VGG16,1500,5,0.4,0.006269592476489028,0.8772153153380493,1,0.0,376.48285,298.424,0.0017920699901878834,0.00028320267632641136,4
VGG16,1500,10,0.3,0.009404388714733543,0.8194270280062366,1,0.0,395.95813,342.71567,0.0024414499872364103,0.0006970375500155221,4
VGG16,1500,20,0.3,0.018808777429467086,0.7410833157507224,1,0.0,416.05054,375.39902,0.0025121399899944662,0.0006712683766792343,4
VGG16,1500,50,0.26,0.04075235109717868,0.7108616972339714,1,0.0,453.08884,413.60352,0.002065189997665584,0.0004794092613460135,4
VGG16,1500,100,0.25,0.07836990595611286,0.702933429788269,1,0.0,480.9447,440.43362,0.0019679600023664533,0.0003105052079421352,4
