model,query_image,k,precision,recall,ndcg,rank_of_true_label,min_distance,max_distance,mean_distance,search_time_mean,search_time_std,birads_category
EfficientNet,500,20,0.95,0.02372034956304619,0.9958477257046916,1,0.0,74.8374,65.77513,0.0006906199851073325,0.0003935708180297195,1
EfficientNet,500,50,0.9,0.056179775280898875,0.9886131647543496,1,0.0,86.43849,75.24253,0.000548339996021241,0.00018676046624836105,1
EfficientNet,500,100,0.84,0.10486891385767791,0.9806380413929184,1,0.0,98.59002,84.09908,0.0004848899901844561,0.00010351603544967126,1
EfficientNet,600,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0006228400045074523,0.00014218929135273792,1
EfficientNet,600,5,1.0,0.006242197253433208,1.0,1,0.0,88.41588,66.48009,0.00046703999396413565,0.00010006937188616858,1
EfficientNet,600,10,1.0,0.012484394506866416,1.0,1,0.0,102.521576,80.87689,0.0004424199927598238,0.00017071195998059102,1
EfficientNet,600,20,0.95,0.02372034956304619,0.9958477257046916,1,0.0,111.979576,94.791626,0.00040966999949887395,9.531496536448662e-05,1
EfficientNet,600,50,0.9,0.056179775280898875,0.9910566804292307,1,0.0,130.99509,111.24837,0.0007213100092485547,0.00035804004534163524,1
EfficientNet,600,100,0.85,0.10611735330836454,0.9821163125059896,1,0.0,147.92905,125.33823,0.00040689000161364675,9.264470835302248e-05,1
EfficientNet,700,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0009542600018903613,0.0002526581556240546,1
EfficientNet,700,5,1.0,0.006242197253433208,1.0,1,0.0,116.6202,89.9945,0.0006928300019353629,0.00037463385519573647,1
EfficientNet,700,10,1.0,0.012484394506866416,1.0,1,0.0,121.774765,105.186,0.0004163500037975609,8.889170548958269e-05,1
EfficientNet,700,20,0.9,0.02247191011235955,0.9961383228127427,1,0.0,139.58072,119.57467,0.00049867999041453,0.00026814303071156603,1
EfficientNet,700,50,0.86,0.05368289637952559,0.9837558536965308,1,0.0,155.68591,136.39915,0.00042093000374734404,9.459230121724503e-05,1
